id,label_int,teacher_logit,teacher_prob,teacher_soft_target
TRAIN_0136,0,-8.4609375,0.0002115288734611408,0.05623634570448376
TRAIN_0137,0,-10.6015625,2.4876490010363496e-05,0.028364174910039636
TRAIN_0138,0,-6.05078125,0.002350482860025996,0.11743711105079056
TRAIN_0139,0,-5.0390625,0.006438102555483281,0.1571368534705856
TRAIN_0140,0,-12.640625,3.2377619022355563e-06,0.014578212124998343
TRAIN_0141,0,-10.25,3.5356250741744315e-05,0.03177863095923023
TRAIN_0142,0,-8.71875,0.00016346470245419303,0.05184546664977984
TRAIN_0143,1,12.6796875,0.9999968862744222,0.9856076636305632
TRAIN_0144,0,-9.625,6.605214485464791e-05,0.03885332622207221
TRAIN_0145,1,14.578125,0.9999995335548804,0.9923043528216078
TRAIN_0146,1,15.8515625,0.9999998694569304,0.9949527623464264
TRAIN_0147,1,22.921875,0.9999999998890425,0.9995197027681136
TRAIN_0148,0,-11.15625,1.4285517650093407e-05,0.023689471299374428
TRAIN_0149,1,12.75,0.9999970976880148,0.9859363729567544
TRAIN_0150,0,-10.4140625,3.0006620807410484e-05,0.030138373928239336
TRAIN_0151,1,19.03125,0.9999999945695834,0.9982453855899006
TRAIN_0152,0,-8.078125,0.00031015598671268335,0.06340499419553584
TRAIN_0153,1,20.34375,0.9999999985384231,0.9988664309949126
TRAIN_0154,0,-7.98046875,0.00034196205732869996,0.06536578698026635
TRAIN_0155,1,11.9140625,0.9999933044618126,0.9815007786796547
TRAIN_0156,0,-8.1875,0.00027803096387751553,0.06127407827034539
TRAIN_0157,0,-10.0625,4.264746818557913e-05,0.03375898598660751
TRAIN_0158,1,10.7421875,0.9999783868603993,0.9728995146730477
TRAIN_0159,0,-11.40625,1.112560748878441e-05,0.021836726819862262
TRAIN_0160,1,23.796875,0.9999999999537461,0.9996411659616564
TRAIN_0161,1,13.0703125,0.9999978931457651,0.9873425470873359
TRAIN_0162,1,11.1328125,0.9999853757160159,0.976129165047569
TRAIN_0163,1,14.09375,0.9999992428850587,0.990968073843563
TRAIN_0164,1,11.84375,0.9999928167396002,0.9810703866414359
TRAIN_0165,1,7.1953125,0.9992504685743375,0.916708077443256
TRAIN_0166,1,18.65625,0.9999999920987906,0.998012225787616
TRAIN_0167,0,-10.1015625,4.101373634453307e-05,0.03333682414270177
TRAIN_0168,1,14.171875,0.9999992997831051,0.9911982005672804
TRAIN_0169,0,-10.734375,2.1782649863110498e-05,0.027169231535681047
TRAIN_0170,0,-5.76171875,0.0031358358772830336,0.1277976922907158
TRAIN_0171,0,-5.21875,0.0053849379617779605,0.14936586667371565
TRAIN_0172,0,-8.3828125,0.00022871331472111624,0.05763455558935147
TRAIN_0173,0,-10.0078125,4.50445955990996e-05,0.03435868933300902
TRAIN_0174,1,6.51171875,0.998516281097091,0.8975756488479532
TRAIN_0175,1,25.046875,0.9999999999867479,0.9997634130935102
TRAIN_0176,0,-5.2421875,0.005260852257235711,0.14837596069518216
TRAIN_0177,0,-7.4296875,0.000593021029357059,0.07751765647688268
TRAIN_0178,0,-5.77734375,0.0030873693457091397,0.12721826766848623
TRAIN_0179,1,14.0390625,0.9999992003272853,0.9908034475769532
TRAIN_0180,1,18.046875,0.999999985467452,0.9975656179914948
TRAIN_0181,0,-12.25,4.785094494890119e-06,0.016571944094738476
TRAIN_0182,1,14.09375,0.9999992428850587,0.990968073843563
TRAIN_0183,0,-12.1640625,5.2144981064769044e-06,0.01704531725343583
TRAIN_0184,0,-5.22265625,0.0053640566906201104,0.14920050507842397
TRAIN_0185,1,22.71875,0.9999999998640521,0.9994860737190405
TRAIN_0186,0,-10.8671875,1.9073577192252488e-05,0.02602328118029052
TRAIN_0187,0,-9.2578125,9.535461188204107e-05,0.04369106064046812
TRAIN_0188,0,-10.671875,2.3187477504664322e-05,0.02772533658817233
TRAIN_0189,1,15.6875,0.9999998461826772,0.9946705666093373
TRAIN_0190,1,16.96875,0.9999999572864673,0.9965165758069192
TRAIN_0191,1,15.25,0.9999997617630899,0.9938389829390936
TRAIN_0192,1,14.3125,0.9999993916409633,0.9915978777179316
TRAIN_0193,1,15.546875,0.9999998229573508,0.9944162298928547
TRAIN_0194,0,-5.27734375,0.005080036998477535,0.1469012666680165
TRAIN_0195,0,-5.171875,0.00564190850002335,0.15136200762005883
TRAIN_0196,0,-5.359375,0.004681822524333737,0.14350749129563833
TRAIN_0197,0,-8.3671875,0.00023231418862275664,0.05791808743947444
TRAIN_0198,0,-10.0859375,4.165958180576519e-05,0.0335050737425268
TRAIN_0199,1,13.5390625,0.9999986815632697,0.9891536475612426
TRAIN_0200,0,-8.9375,0.00013135179706526775,0.04837597740354182
TRAIN_0201,0,-7.60546875,0.0004974744555872814,0.07343005269989412
TRAIN_0202,1,12.6796875,0.9999968862744222,0.9856076636305632
TRAIN_0203,1,15.3515625,0.9999997847708829,0.9940428462362503
TRAIN_0204,1,15.375,0.999999789756659,0.9940889311437562
TRAIN_0205,1,9.53125,0.9999274563817697,0.9599627162730423
TRAIN_0206,1,14.15625,0.9999992887563014,0.9911526449170697
TRAIN_0207,0,-5.20703125,0.005448068085189641,0.1498628580991971
TRAIN_0208,1,19.84375,0.9999999975902674,0.9986611217048202
TRAIN_0209,0,-9.46875,7.722191834067996e-05,0.040845715909949315
TRAIN_0210,1,13.296875,0.999998320268636,0.9882524290281937
TRAIN_0211,0,-9.3359375,8.81892315989113e-05,0.04261582164815406
TRAIN_0212,0,-4.9453125,0.007066400963249157,0.16132023775174628
TRAIN_0213,1,13.9921875,0.9999991619502226,0.9906599756149459
TRAIN_0214,1,13.28125,0.9999982938167612,0.9881918085211785
TRAIN_0215,1,17.796875,0.9999999813398391,0.9973546199872652
TRAIN_0216,0,-11.6171875,9.009810580191799e-06,0.0203842904521124
TRAIN_0217,1,23.734375,0.9999999999507629,0.9996336146046694
TRAIN_0218,0,-9.7265625,5.9673520701231884e-05,0.03760863550580657
TRAIN_0219,1,11.84375,0.9999928167396002,0.9810703866414359
TRAIN_0220,1,16.390625,0.9999999238548978,0.9957793714948977
TRAIN_0221,0,-12.3125,4.495181578513688e-06,0.016235814166174308
TRAIN_0222,1,18.46875,0.9999999904693223,0.9978842965994068
TRAIN_0223,1,20.171875,0.9999999982643346,0.9987996707484815
TRAIN_0224,0,-5.7421875,0.0031974869372464253,0.1285251389364931
TRAIN_0225,1,25.78125,0.9999999999936415,0.9998147742567347
TRAIN_0226,0,-9.4140625,8.156224673856543e-05,0.041565894181511485
TRAIN_0227,1,13.484375,0.9999986074533888,0.9889563180393597
TRAIN_0228,0,-11.3671875,1.1568796179783076e-05,0.02211658880207952
TRAIN_0229,1,11.203125,0.9999863686549141,0.9766692311915195
TRAIN_0230,1,9.0390625,0.9998813320350209,0.9531589102514995
TRAIN_0231,0,-12.703125,3.041596421897927e-06,0.014281933925111154
TRAIN_0232,1,14.2421875,0.9999993473260561,0.9914003406171908
TRAIN_0233,1,23.015625,0.9999999998989721,0.9995344730812479
TRAIN_0234,1,10.8359375,0.9999803209743893,0.9737113896578092
TRAIN_0235,0,-5.20703125,0.005448068085189641,0.1498628580991971
TRAIN_0236,0,-10.7734375,2.0948187132262702e-05,0.02682718772816995
TRAIN_0237,0,-5.37890625,0.00459168367777983,0.1427091316026025
TRAIN_0238,1,18.90625,0.9999999938465318,0.9981708687278412
TRAIN_0239,0,-12.296875,4.5659700648367735e-06,0.016319212715855316
TRAIN_0240,0,-5.65625,0.003483424193080668,0.1317679419858311
TRAIN_0241,0,-12.1875,5.093705003229987e-06,0.01691491326672651
TRAIN_0242,0,-8.359375,0.000234135824776394,0.05806034379540447
TRAIN_0243,1,16.078125,0.999999895921988,0.9953181774756662
TRAIN_0244,1,25.140625,0.9999999999879339,0.9997706904382405
TRAIN_0245,0,-5.76953125,0.003111508539858309,0.12750769894953742
TRAIN_0246,0,-10.34375,3.21923344970378e-05,0.03083104958098919
TRAIN_0247,0,-8.578125,0.0001881420755049546,0.054198729823185576
TRAIN_0248,0,-5.60546875,0.0036642203307843528,0.13371658707974243
TRAIN_0249,0,-5.26953125,0.00511967623806183,0.1472279243660621
TRAIN_0250,0,-9.4609375,7.782753021574925e-05,0.040947862321921255
TRAIN_0251,0,-5.62109375,0.003607616803253527,0.1331144223032118
TRAIN_0252,1,15.3046875,0.9999997744418241,0.9939496023117854
TRAIN_0253,1,15.140625,0.9999997342275289,0.9936116790902788
TRAIN_0254,1,20.828125,0.9999999990995487,0.9990352808334906
TRAIN_0255,0,-7.87890625,0.0003785036562443653,0.06746472671127784
TRAIN_0256,0,-6.00390625,0.002463007055511523,0.11906627939521157
TRAIN_0257,1,14.2421875,0.9999993473260561,0.9914003406171908
TRAIN_0258,1,15.03125,0.9999997035093924,0.9933760450132866
TRAIN_0259,1,12.7578125,0.9999971202739207,0.985972436261806
TRAIN_0260,0,-14.921875,3.307591629577175e-07,0.006868220380152688
TRAIN_0261,1,24.71875,0.9999999999816014,0.9997360754504215
TRAIN_0262,0,-12.5546875,3.528311859000446e-06,0.014995503253425175
TRAIN_0263,0,-10.3359375,3.2444813913887076e-05,0.03090895851721117
TRAIN_0264,0,-11.484375,1.0289513485400627e-05,0.02128735179345105
TRAIN_0265,0,-8.6484375,0.0001753699377377387,0.05300977201585541
TRAIN_0266,1,14.5078125,0.9999994995774526,0.9921232932834126
TRAIN_0267,1,9.796875,0.9999443779372634,0.9632305339244013
TRAIN_0268,0,-9.203125,0.00010071400221737607,0.044459081682784354
TRAIN_0269,1,11.8359375,0.9999927604009985,0.9810219632882344
TRAIN_0270,0,-12.078125,5.6824352128705045e-06,0.017531971131807315
TRAIN_0271,1,14.1953125,0.9999993160036009,0.9912660984752876
TRAIN_0272,0,-5.91796875,0.0026834398088574603,0.12210386546882637
TRAIN_0273,1,14.9765625,0.9999996868435131,0.993255010457908
TRAIN_0274,0,-9.1640625,0.00010472557180794287,0.04501553160023231
TRAIN_0275,1,15.7578125,0.9999998566264884,0.994793380011388
TRAIN_0276,0,-11.2109375,1.3525266551618502e-05,0.02327150271251871
TRAIN_0277,0,-8.234375,0.0002653023768982879,0.06038147211563243
TRAIN_0278,1,15.4375,0.9999998024946565,0.9942100988549484
TRAIN_0279,0,-12.9453125,2.387377947460474e-06,0.013188885679214746
TRAIN_0280,1,20.15625,0.9999999982370018,0.9987934102877537
TRAIN_0281,1,14.8515625,0.9999996451472262,0.9929700494715227
TRAIN_0282,1,15.953125,0.9999998820641635,0.9951199525077157
TRAIN_0283,0,-8.4296875,0.00021824205527083243,0.05679176039039026
TRAIN_0284,0,-9.046875,0.0001177445922838707,0.04672495862609241
TRAIN_0285,0,-9.1640625,0.00010472557180794287,0.04501553160023231
TRAIN_0286,1,13.453125,0.9999985632492775,0.988841968751916
TRAIN_0287,0,-8.7890625,0.00015236754767429124,0.050705364797830506
TRAIN_0288,0,-8.6171875,0.00018093576989406792,0.05353512731517768
TRAIN_0289,0,-8.40625,0.0002234163601827719,0.057211700263483774
TRAIN_0290,1,16.15625,0.9999999037435733,0.9954379770634242
TRAIN_0291,1,16.25,0.9999999123575255,0.9955777150473046
TRAIN_0292,1,-5.1015625,0.006050397688214567,0.15439725349830072
TRAIN_0293,1,20.265625,0.9999999984196588,0.9988365580309129
TRAIN_0294,0,-10.109375,4.069457790466838e-05,0.033253005530594335
TRAIN_0295,0,-9.078125,0.00011412238544346029,0.04626316677933426
TRAIN_0296,0,-10.890625,1.8631746484712008e-05,0.025825996545504222
TRAIN_0297,1,21.140625,0.9999999993412156,0.9991306326071938
TRAIN_0298,0,-11.265625,1.2805474213228684e-05,0.022860735937549705
TRAIN_0299,0,-16.015625,1.1079046627436292e-07,0.004779912493354888
TRAIN_0300,0,-7.078125,0.0008426423087564058,0.08632347658627028
TRAIN_0301,0,-9.234375,9.761566060239503e-05,0.04401864986294638
TRAIN_0302,0,-5.28515625,0.005040703111845644,0.14657520915950845
TRAIN_0303,1,13.5859375,0.9999987419388074,0.9893200087530937
TRAIN_0304,0,-5.2421875,0.005260852257235711,0.14837596069518216
TRAIN_0305,1,11.7890625,0.9999924129680242,0.9807288620802312
TRAIN_0306,1,12.78125,0.999997186982516,0.9860800800835476
TRAIN_0307,0,-8.8671875,0.00014091855924157302,0.049466432595690286
TRAIN_0308,1,12.421875,0.9999959705433985,0.9843363512883317
TRAIN_0309,1,22.515625,0.9999999998334332,0.999450091354835
TRAIN_0310,1,16.875,0.9999999530883621,0.9964063974185798
TRAIN_0311,1,10.375,0.9999687980886061,0.9694786890372448
TRAIN_0312,1,12.8828125,0.999997458649795,0.9865372016716949
TRAIN_0313,1,13.5234375,0.9999986608009401,0.9890976262707148
TRAIN_0314,1,6.609375,0.998654139598703,0.9005297861178929
TRAIN_0315,0,-12.9921875,2.2780522007049483e-06,0.012987066486041358
TRAIN_0316,0,-11.1171875,1.4854579525666454e-05,0.023992495846633505
TRAIN_0317,0,-7.0546875,0.0008626077580284026,0.08694165672789168
TRAIN_0318,0,-10.0703125,4.231559699903632e-05,0.033674142910779546
TRAIN_0319,1,13.125,0.9999980052702785,0.9875683491468141
TRAIN_0320,0,-10.296875,3.373722476473661e-05,0.031301370574347044
TRAIN_0321,0,-8.421875,0.0002199533724320648,0.05693141748207878
TRAIN_0322,0,-9.25,9.610241549947396e-05,0.04379999771646115
TRAIN_0323,0,-8.6328125,0.00017813112047189374,0.05327183849240075
TRAIN_0324,1,19.609375,0.9999999969538125,0.9985524848715293
TRAIN_0325,1,23.265625,0.9999999999213194,0.999571678615788
TRAIN_0326,1,13.953125,0.9999991285661438,0.9905387236586303
TRAIN_0327,0,-9.5546875,7.086326620752597e-05,0.039738092414425635
TRAIN_0328,0,-5.9921875,0.0024919678536153497,0.11947661407196492
TRAIN_0329,1,14.1640625,0.9999992942912399,0.9911754518773369
TRAIN_0330,0,-10.1015625,4.101373634453307e-05,0.03333682414270177
TRAIN_0331,1,8.5625,0.9998088956841223,0.9455336638716532
TRAIN_0332,0,-9.265625,9.461262661302226e-05,0.04358238215788291
TRAIN_0333,1,12.8828125,0.999997458649795,0.9865372016716949
TRAIN_0334,1,17.484375,0.9999999744945842,0.9970650482552862
TRAIN_0335,0,-8.59375,0.0001852257432653108,0.05393236333682939
TRAIN_0336,0,-13.9765625,8.512471297900501e-07,0.009388339351615682
TRAIN_0337,1,15.0625,0.9999997126314468,0.9934442364196081
TRAIN_0338,1,12.71875,0.9999970055590187,0.9857912035974346
TRAIN_0339,1,14.265625,0.999999362445222,0.9914666926222344
TRAIN_0340,1,12.796875,0.9999972305941889,0.9861513897844354
TRAIN_0341,1,19.578125,0.999999996857116,0.9985373499523411
TRAIN_0342,0,-8.0390625,0.0003225072119868323,0.06418264360901972
TRAIN_0343,0,-9.484375,7.602479448313689e-05,0.04064215450910962
TRAIN_0344,0,-14.40625,5.53917236522822e-07,0.00814572187492152
TRAIN_0345,0,-9.6875,6.205049602300743e-05,0.03808276237759381
TRAIN_0346,0,-10.171875,3.822911232549001e-05,0.032589744766025344
TRAIN_0347,1,14.1328125,0.9999992718896554,0.991083872947128
TRAIN_0348,1,12.515625,0.9999963311366906,0.984810951192016
TRAIN_0349,0,-6.05078125,0.002350482860025996,0.11743711105079056
TRAIN_0350,1,17.15625,0.9999999645892373,0.9967269350293284
TRAIN_0351,0,-10.0,4.5397868702434395e-05,0.03444519566621117
TRAIN_0352,0,-9.109375,0.00011061159714638083,0.045805719607885265
TRAIN_0353,1,23.53125,0.9999999999396736,0.9996079582107623
TRAIN_0354,0,-9.5390625,7.197911994931084e-05,0.0399373142069266
TRAIN_0355,0,-9.515625,7.36859298114082e-05,0.04023794262361602
TRAIN_0356,0,-10.265625,3.4808121961114686e-05,0.03161876726864549
TRAIN_0357,0,-12.90625,2.4824800371656583e-06,0.013359429645628319
TRAIN_0358,0,-8.578125,0.0001881420755049546,0.054198729823185576
TRAIN_0359,0,-11.515625,9.972941593827282e-06,0.02107140764967018
TRAIN_0360,0,-8.359375,0.000234135824776394,0.05806034379540447
TRAIN_0361,0,-5.76171875,0.0031358358772830336,0.1277976922907158
TRAIN_0362,1,13.9921875,0.9999991619502226,0.9906599756149459
TRAIN_0363,0,-9.2265625,9.838119439583208e-05,0.04412836604276163
TRAIN_0364,0,-5.23046875,0.005322535451112772,0.14887023480747272
TRAIN_0365,0,-8.328125,0.00024156629828672453,0.058632653899658785
TRAIN_0366,0,-5.27734375,0.005080036998477535,0.1469012666680165
TRAIN_0367,1,16.6875,0.9999999434137637,0.9961755163553627
TRAIN_0368,0,-5.9921875,0.0024919678536153497,0.11947661407196492
TRAIN_0369,0,-5.68359375,0.003389783270624741,0.13072868194347034
TRAIN_0370,1,15.2578125,0.9999997636170638,0.9938549079159148
TRAIN_0371,0,-11.859375,7.071895057311757e-06,0.018833129890434692
TRAIN_0372,1,21.125,0.9999999993308415,0.999126096807292
TRAIN_0373,0,-9.0859375,0.00011323437855834611,0.046148399104981155
TRAIN_0374,0,-5.32421875,0.004848533090448643,0.14495390513656997
TRAIN_0375,0,-5.6171875,0.003621685478675127,0.13326474796582158
TRAIN_0376,1,14.375,0.999999428499553,0.9917696853859154
TRAIN_0377,0,-8.296875,0.00024923252458203564,0.059210250741285934
TRAIN_0378,0,-8.0,0.0003353501304664781,0.06496916912866407
TRAIN_0379,1,24.09375,0.999999999965627,0.9996749641547633
TRAIN_0380,1,12.8125,0.9999972735297293,0.986222339280376
TRAIN_0381,0,-8.703125,0.00016603846953733615,0.052102093792862875
TRAIN_0382,0,-8.6875,0.00016865275398914432,0.05235992105328591
TRAIN_0383,1,22.609375,0.9999999998483393,0.9994670012474222
TRAIN_0384,0,-12.890625,2.521573310786404e-06,0.01342825474196852
TRAIN_0385,0,-5.30078125,0.0049629421018728415,0.1459248925087911
TRAIN_0386,1,12.25,0.9999952149055051,0.9834280559052615
TRAIN_0387,1,19.953125,0.9999999978399297,0.9987089939834507
TRAIN_0388,0,-13.4765625,1.4034684744809525e-06,0.011072160183234295
TRAIN_0389,1,11.7421875,0.9999920488616524,0.9804313244446876
TRAIN_0390,1,5.53515625,0.9960699144254949,0.8635451135404946
TRAIN_0391,0,-11.609375,9.08047475871381e-06,0.020436357462559732
TRAIN_0392,0,-11.890625,6.85431721163334e-06,0.018641607778328517
